,X,Y,R,Theta,Thickness
169,85.75,0.0,85.75,0.0,-0.25185746336528314
170,85.21,9.6,85.75,6.43,-0.23463755245294568
171,83.6,19.08,85.75,12.86,-0.2576892289133295
172,80.94,28.32,85.75,19.29,-0.2595008162041113
173,77.26,37.21,85.75,25.71,-0.24893490964110063
174,72.61,45.62,85.75,32.14,-0.2575940253925298
175,67.04,53.46,85.75,38.57,-0.23307563610041038
176,60.63,60.63,85.75,45.0,-0.2490171181243018
177,53.46,67.04,85.75,51.43,-0.24848801056975853
178,45.62,72.61,85.75,57.86,-0.2506388109094405
179,37.21,77.26,85.75,64.29,-0.2448501134794885
180,28.32,80.94,85.75,70.71,-0.25365704792878446
181,19.08,83.6,85.75,77.14,-0.2594888357311215
182,9.6,85.21,85.75,83.57,-0.25453887374960293
183,0.0,85.75,85.75,90.0,-0.23976975934920283
184,-9.6,85.21,85.75,96.43,-0.23621529301844754
185,-19.08,83.6,85.75,102.86,-0.23970607390712564
186,-28.32,80.94,85.75,109.29,-0.23214264155358932
187,-37.21,77.26,85.75,115.71,-0.2419818464350579
188,-45.62,72.61,85.75,122.14,-0.22996787345896963
189,-53.46,67.04,85.75,128.57,-0.2585841582121355
190,-60.63,60.63,85.75,135.0,-0.25392735127267924
191,-67.04,53.46,85.75,141.43,-0.2481705685468822
192,-72.61,45.62,85.75,147.86,-0.2509943120081835
193,-77.26,37.21,85.75,154.29,-0.23146520516988
194,-80.94,28.32,85.75,160.71,-0.23658386939761888
195,-83.6,19.08,85.75,167.14,-0.23005318946250763
196,-85.21,9.6,85.75,173.57,-0.24404730195673868
197,-85.75,0.0,85.75,180.0,-0.23124537935589531
198,-85.21,-9.6,85.75,186.43,-0.2482791803760665
199,-83.6,-19.08,85.75,192.86,-0.25565175669081025
200,-80.94,-28.32,85.75,199.29,-0.2539875911099109
201,-77.26,-37.21,85.75,205.71,-0.23912151386404656
202,-72.61,-45.62,85.75,212.14,-0.25853561813256437
203,-67.04,-53.46,85.75,218.57,-0.2502289941224788
204,-60.63,-60.63,85.75,225.0,-0.23941870747289498
205,-53.46,-67.04,85.75,231.43,-0.25545430636459454
206,-45.62,-72.61,85.75,237.86,-0.24526256474598254
207,-37.21,-77.26,85.75,244.29,-0.23795997363406682
208,-28.32,-80.94,85.75,250.71,-0.2572534067527754
209,-19.08,-83.6,85.75,257.14,-0.25737153522870543
210,-9.6,-85.21,85.75,263.57,-0.2587933676526676
211,-0.0,-85.75,85.75,270.0,-0.24207574723877684
212,9.6,-85.21,85.75,276.43,-0.2430419294931031
213,19.08,-83.6,85.75,282.86,-0.23563756728018415
214,28.32,-80.94,85.75,289.29,-0.2321965681864434
215,37.21,-77.26,85.75,295.71,-0.25524971562693544
216,45.62,-72.61,85.75,302.14,-0.25040335703340555
217,53.46,-67.04,85.75,308.57,-0.237009552572892
218,60.63,-60.63,85.75,315.0,-0.25411944174656265
219,67.04,-53.46,85.75,321.43,-0.24985691157544013
220,72.61,-45.62,85.75,327.86,-0.235460166561779
221,77.26,-37.21,85.75,334.29,-0.2316620189719403
222,80.94,-28.32,85.75,340.71,-0.236645953936507
223,83.6,-19.08,85.75,347.14,-0.2502915475154378
224,85.21,-9.6,85.75,353.57,-0.23324749684444318
225,98.0,0.0,98.0,0.0,-0.3339196203706142
226,97.53,9.61,98.0,5.62,-0.35479340123336417
227,96.12,19.12,98.0,11.25,-0.3477438150994481
228,93.78,28.45,98.0,16.88,-0.34431310182833175
229,90.54,37.5,98.0,22.5,-0.3390912003356332
230,86.43,46.2,98.0,28.12,-0.3579218403746977
231,81.48,54.45,98.0,33.75,-0.3329663551974683
232,75.76,62.17,98.0,39.38,-0.3469236419804297
233,69.3,69.3,98.0,45.0,-0.3414091853255554
234,62.17,75.76,98.0,50.62,-0.34701539180571256
235,54.45,81.48,98.0,56.25,-0.350551883204969
236,46.2,86.43,98.0,61.88,-0.3482251111924582
237,37.5,90.54,98.0,67.5,-0.36086121339427263
238,28.45,93.78,98.0,73.12,-0.34218008700131153
239,19.12,96.12,98.0,78.75,-0.3493879959677217
240,9.61,97.53,98.0,84.38,-0.3377806708756394
241,0.0,98.0,98.0,90.0,-0.34786361286306267
242,-9.61,97.53,98.0,95.62,-0.34559810772103766
243,-19.12,96.12,98.0,101.25,-0.3338568442879231
244,-28.45,93.78,98.0,106.88,-0.36226460716521
245,-37.5,90.54,98.0,112.5,-0.35329515477534695
246,-46.2,86.43,98.0,118.12,-0.34373205452614464
247,-54.45,81.48,98.0,123.75,-0.3386725743127392
248,-62.17,75.76,98.0,129.38,-0.3593271707618367
249,-69.3,69.3,98.0,135.0,-0.35511376192435884
250,-75.76,62.17,98.0,140.62,-0.34152511212803693
251,-81.48,54.45,98.0,146.25,-0.33784462822368694
252,-86.43,46.2,98.0,151.88,-0.34973332512750716
253,-90.54,37.5,98.0,157.5,-0.3468420388648955
254,-93.78,28.45,98.0,163.12,-0.3600521555048607
255,-96.12,19.12,98.0,168.75,-0.35304646145554663
256,-97.53,9.61,98.0,174.38,-0.34906214875634134
257,-98.0,0.0,98.0,180.0,-0.3388484605896142
258,-97.53,-9.61,98.0,185.62,-0.3565072319707569
259,-96.12,-19.12,98.0,191.25,-0.35813214294647866
260,-93.78,-28.45,98.0,196.88,-0.3470673757403675
261,-90.54,-37.5,98.0,202.5,-0.36224393505885416
262,-86.43,-46.2,98.0,208.12,-0.3426350399925639
263,-81.48,-54.45,98.0,213.75,-0.3418141501957997
264,-75.76,-62.17,98.0,219.38,-0.3442497445033341
265,-69.3,-69.3,98.0,225.0,-0.34650103596738596
266,-62.17,-75.76,98.0,230.62,-0.33384174902373914
267,-54.45,-81.48,98.0,236.25,-0.3474592518275366
268,-46.2,-86.43,98.0,241.88,-0.35440507929166465
269,-37.5,-90.54,98.0,247.5,-0.3513445403773218
270,-28.45,-93.78,98.0,253.12,-0.34593993057064837
271,-19.12,-96.12,98.0,258.75,-0.35416122581321297
272,-9.61,-97.53,98.0,264.38,-0.336346465540786
273,-0.0,-98.0,98.0,270.0,-0.35939213913078877
274,9.61,-97.53,98.0,275.62,-0.3503291250641962
275,19.12,-96.12,98.0,281.25,-0.35250477244585804
276,28.45,-93.78,98.0,286.88,-0.33407247987720856
277,37.5,-90.54,98.0,292.5,-0.34576620513697
278,46.2,-86.43,98.0,298.12,-0.3358547434412307
279,54.45,-81.48,98.0,303.75,-0.35865594425481684
280,62.17,-75.76,98.0,309.38,-0.3447389467578813
281,69.3,-69.3,98.0,315.0,-0.3523744217646555
282,75.76,-62.17,98.0,320.63,-0.3361566305889
283,81.48,-54.45,98.0,326.25,-0.35153692037535744
284,86.43,-46.2,98.0,331.88,-0.3476202654624008
285,90.54,-37.5,98.0,337.5,-0.35212006136202917
286,93.78,-28.45,98.0,343.12,-0.3410978737724021
287,96.12,-19.12,98.0,348.75,-0.3405251734646568
288,97.53,-9.61,98.0,354.38,-0.3502139515777115
289,110.25,0.0,110.25,0.0,-0.4738760388911444
290,109.83,9.61,110.25,5.0,-0.46440840590430454
291,108.58,19.14,110.25,10.0,-0.48634249834428883
292,106.49,28.53,110.25,15.0,-0.48608620535438113
293,103.6,37.71,110.25,20.0,-0.4704930441761099
294,99.92,46.59,110.25,25.0,-0.48430278198688637
295,95.48,55.12,110.25,30.0,-0.45912739651414336
296,90.31,63.24,110.25,35.0,-0.48567733106282984
297,84.46,70.87,110.25,40.0,-0.4841691897685195
298,77.96,77.96,110.25,45.0,-0.46517550989012574
299,70.87,84.46,110.25,50.0,-0.4617407202140819
300,63.24,90.31,110.25,55.0,-0.47019414331566817
301,55.13,95.48,110.25,60.0,-0.4757316325090817
302,46.59,99.92,110.25,65.0,-0.4628792920058307
303,37.71,103.6,110.25,70.0,-0.4870459271879671
304,28.53,106.49,110.25,75.0,-0.48142779459762186
305,19.14,108.58,110.25,80.0,-0.4786704112120267
306,9.61,109.83,110.25,85.0,-0.4635236545087852
307,0.0,110.25,110.25,90.0,-0.482495745339079
308,-9.61,109.83,110.25,95.0,-0.4609167471004969
309,-19.14,108.58,110.25,100.0,-0.4577557541875725
310,-28.53,106.49,110.25,105.0,-0.4663854842390414
311,-37.71,103.6,110.25,110.0,-0.46550652006666704
312,-46.59,99.92,110.25,115.0,-0.4596951793511964
313,-55.12,95.48,110.25,120.0,-0.47323236887317216
314,-63.24,90.31,110.25,125.0,-0.47453908161752867
315,-70.87,84.46,110.25,130.0,-0.4730255222533013
316,-77.96,77.96,110.25,135.0,-0.48139321088559334
317,-84.46,70.87,110.25,140.0,-0.4577406789310726
318,-90.31,63.24,110.25,145.0,-0.4693023903135594
319,-95.48,55.12,110.25,150.0,-0.47939935673159173
320,-99.92,46.59,110.25,155.0,-0.46508317378649916
321,-103.6,37.71,110.25,160.0,-0.47682242438742306
322,-106.49,28.53,110.25,165.0,-0.4735377144077661
323,-108.58,19.14,110.25,170.0,-0.48296593626497375
324,-109.83,9.61,110.25,175.0,-0.4669317859030346
325,-110.25,0.0,110.25,180.0,-0.470947393696801
326,-109.83,-9.61,110.25,185.0,-0.46191077689724247
327,-108.58,-19.14,110.25,190.0,-0.4583940216271154
328,-106.49,-28.53,110.25,195.0,-0.4586388888034324
329,-103.6,-37.71,110.25,200.0,-0.46182562702948093
330,-99.92,-46.59,110.25,205.0,-0.4680639883951651
331,-95.48,-55.13,110.25,210.0,-0.4855210003367743
332,-90.31,-63.24,110.25,215.0,-0.4801027803161834
333,-84.46,-70.87,110.25,220.0,-0.4603563893500924
334,-77.96,-77.96,110.25,225.0,-0.4779982552720488
335,-70.87,-84.46,110.25,230.0,-0.46322800052352153
336,-63.24,-90.31,110.25,235.0,-0.4690587769815743
337,-55.13,-95.48,110.25,240.0,-0.4645139739157274
338,-46.59,-99.92,110.25,245.0,-0.47902809779444644
339,-37.71,-103.6,110.25,250.0,-0.47040490543218816
340,-28.53,-106.49,110.25,255.0,-0.4866052760520985
341,-19.14,-108.58,110.25,260.0,-0.4636244409982955
342,-9.61,-109.83,110.25,265.0,-0.47764555785655927
343,-0.0,-110.25,110.25,270.0,-0.4587964962613366
344,9.61,-109.83,110.25,275.0,-0.465442704177712
345,19.14,-108.58,110.25,280.0,-0.47779126772595476
346,28.53,-106.49,110.25,285.0,-0.46389247037900155
347,37.71,-103.6,110.25,290.0,-0.4744340208145665
348,46.59,-99.92,110.25,295.0,-0.4846384731612996
349,55.13,-95.48,110.25,300.0,-0.4773210709201225
350,63.24,-90.31,110.25,305.0,-0.4810679828897272
351,70.87,-84.46,110.25,310.0,-0.4851278605447452
352,77.96,-77.96,110.25,315.0,-0.467928745195358
353,84.46,-70.87,110.25,320.0,-0.48376150788443156
354,90.31,-63.24,110.25,325.0,-0.48202093002561336
355,95.48,-55.13,110.25,330.0,-0.47354737155020427
356,99.92,-46.59,110.25,335.0,-0.4801668253230412
357,103.6,-37.71,110.25,340.0,-0.46471490891520695
358,106.49,-28.53,110.25,345.0,-0.48396698453343856
359,108.58,-19.14,110.25,350.0,-0.48005897435518985
360,109.83,-9.61,110.25,355.0,-0.4861661338350011
361,122.5,0.0,122.5,0.0,-0.6069243304903734
362,122.12,9.61,122.5,4.5,-0.6277868495951542
363,120.99,19.16,122.5,9.0,-0.617767474790314
364,119.12,28.6,122.5,13.5,-0.625664704062512
365,116.5,37.85,122.5,18.0,-0.6046158719351873
366,113.18,46.88,122.5,22.5,-0.6333913739974353
367,109.15,55.61,122.5,27.0,-0.6079183404183324
368,104.45,64.01,122.5,31.5,-0.6183490728685307
369,99.1,72.0,122.5,36.0,-0.6066135704708101
370,93.15,79.56,122.5,40.5,-0.6053566465206314
371,86.62,86.62,122.5,45.0,-0.6212207490291353
372,79.56,93.15,122.5,49.5,-0.6170533867978267
373,72.0,99.1,122.5,54.0,-0.629131761885859
374,64.01,104.45,122.5,58.5,-0.6261267007842788
375,55.61,109.15,122.5,63.0,-0.6191019458671679
376,46.88,113.18,122.5,67.5,-0.6247186911304605
377,37.85,116.5,122.5,72.0,-0.6258013781409192
378,28.6,119.12,122.5,76.5,-0.6128538269118128
379,19.16,120.99,122.5,81.0,-0.6078683578916843
380,9.61,122.12,122.5,85.5,-0.6051466127942654
381,0.0,122.5,122.5,90.0,-0.6337691951726254
382,-9.61,122.12,122.5,94.5,-0.6267607501867521
383,-19.16,120.99,122.5,99.0,-0.6276813826057914
384,-28.6,119.12,122.5,103.5,-0.6181624039562048
385,-37.85,116.5,122.5,108.0,-0.6191561608244023
386,-46.88,113.18,122.5,112.5,-0.6293373866913519
387,-55.61,109.15,122.5,117.0,-0.6143434600906508
388,-64.01,104.45,122.5,121.5,-0.605972824640376
389,-72.0,99.1,122.5,126.0,-0.6245711683725764
390,-79.56,93.15,122.5,130.5,-0.6332655078496142
391,-86.62,86.62,122.5,135.0,-0.6243201475844603
392,-93.15,79.56,122.5,139.5,-0.6183122603752195
393,-99.1,72.0,122.5,144.0,-0.6142556461704265
394,-104.45,64.01,122.5,148.5,-0.614440402261918
395,-109.15,55.61,122.5,153.0,-0.6299651350212052
396,-113.18,46.88,122.5,157.5,-0.6101702013741489
397,-116.5,37.85,122.5,162.0,-0.618557680095424
398,-119.12,28.6,122.5,166.5,-0.6265584017827768
399,-120.99,19.16,122.5,171.0,-0.6152130285187293
400,-122.12,9.61,122.5,175.5,-0.6052437009305726
401,-122.5,0.0,122.5,180.0,-0.6197412910278988
402,-122.12,-9.61,122.5,184.5,-0.615439839916994
403,-120.99,-19.16,122.5,189.0,-0.6216973405516241
404,-119.12,-28.6,122.5,193.5,-0.6092082992351169
405,-116.5,-37.85,122.5,198.0,-0.6159424954973888
406,-113.18,-46.88,122.5,202.5,-0.6112512259988204
407,-109.15,-55.61,122.5,207.0,-0.6170732037666994
408,-104.45,-64.01,122.5,211.5,-0.6229898841969994
409,-99.1,-72.0,122.5,216.0,-0.6041537007578602
410,-93.15,-79.56,122.5,220.5,-0.6041977237120437
411,-86.62,-86.62,122.5,225.0,-0.6303717425224231
412,-79.56,-93.15,122.5,229.5,-0.6188474020362335
413,-72.0,-99.1,122.5,234.0,-0.6224107245909211
414,-64.01,-104.45,122.5,238.5,-0.609073134200644
415,-55.61,-109.15,122.5,243.0,-0.6133535799768703
416,-46.88,-113.18,122.5,247.5,-0.6155165627241519
417,-37.85,-116.5,122.5,252.0,-0.6170909047952006
418,-28.6,-119.12,122.5,256.5,-0.6130783223146562
419,-19.16,-120.99,122.5,261.0,-0.6256467966467332
420,-9.61,-122.12,122.5,265.5,-0.6241590821154657
421,-0.0,-122.5,122.5,270.0,-0.6104021212199746
422,9.61,-122.12,122.5,274.5,-0.6226909101977116
423,19.16,-120.99,122.5,279.0,-0.6087236201279991
424,28.6,-119.12,122.5,283.5,-0.6244580523031859
425,37.85,-116.5,122.5,288.0,-0.6148287734057695
426,46.88,-113.18,122.5,292.5,-0.6277300211621792
427,55.61,-109.15,122.5,297.0,-0.6333869341031424
428,64.01,-104.45,122.5,301.5,-0.6300011328904151
429,72.0,-99.1,122.5,306.0,-0.6058565168297806
430,79.56,-93.15,122.5,310.5,-0.6313324686627619
431,86.62,-86.62,122.5,315.0,-0.6284967402104473
432,93.15,-79.56,122.5,319.5,-0.6302585042526221
433,99.1,-72.0,122.5,324.0,-0.6334970787470069
434,104.45,-64.01,122.5,328.5,-0.6101004482778144
435,109.15,-55.61,122.5,333.0,-0.6207679093630936
436,113.18,-46.88,122.5,337.5,-0.6228919700694346
437,116.5,-37.85,122.5,342.0,-0.6309082917639419
438,119.12,-28.6,122.5,346.5,-0.607900275308735
439,120.99,-19.16,122.5,351.0,-0.6218845285825404
440,122.12,-9.61,122.5,355.5,-0.6253856338941651
441,134.75,0.0,134.75,0.0,-0.779162585573075
442,134.41,9.61,134.75,4.09,-0.7803180281334808
443,133.38,19.18,134.75,8.18,-0.7839631104613006
444,131.67,28.64,134.75,12.27,-0.7955616320787562
445,129.29,37.96,134.75,16.36,-0.7842596342071699
446,126.25,47.09,134.75,20.45,-0.7753609760342008
447,122.57,55.98,134.75,24.55,-0.79954623162797
448,118.27,64.58,134.75,28.64,-0.7831714963750861
449,113.36,72.85,134.75,32.73,-0.7938466091709927
450,107.87,80.75,134.75,36.82,-0.7823255659001489
451,101.84,88.24,134.75,40.91,-0.8034478474395015
452,95.28,95.28,134.75,45.0,-0.780901747540884
453,88.24,101.84,134.75,49.09,-0.7869081112295659
454,80.75,107.87,134.75,53.18,-0.7815697125075446
455,72.85,113.36,134.75,57.27,-0.7951438329081504
456,64.58,118.27,134.75,61.36,-0.8002346837542794
457,55.98,122.57,134.75,65.45,-0.8004568154688707
458,47.09,126.25,134.75,69.55,-0.7841049699669274
459,37.96,129.29,134.75,73.64,-0.8037608863889628
460,28.64,131.67,134.75,77.73,-0.7838900959513986
461,19.18,133.38,134.75,81.82,-0.7749601238810965
462,9.61,134.41,134.75,85.91,-0.7965867245879891
463,0.0,134.75,134.75,90.0,-0.7828960991586477
464,-9.61,134.41,134.75,94.09,-0.7851824256178177
465,-19.18,133.38,134.75,98.18,-0.7803820433729522
466,-28.64,131.67,134.75,102.27,-0.7860217089270847
467,-37.96,129.29,134.75,106.36,-0.8008105476844504
468,-47.09,126.25,134.75,110.45,-0.7893347779498519
469,-55.98,122.57,134.75,114.55,-0.7824741093129097
470,-64.58,118.27,134.75,118.64,-0.7953988379484884
471,-72.85,113.36,134.75,122.73,-0.7880271382925129
472,-80.75,107.87,134.75,126.82,-0.789867222697964
473,-88.24,101.84,134.75,130.91,-0.7794829886683684
474,-95.28,95.28,134.75,135.0,-0.7790073741160128
475,-101.84,88.24,134.75,139.09,-0.7991465066491721
476,-107.87,80.75,134.75,143.18,-0.7764253323624878
477,-113.36,72.85,134.75,147.27,-0.7975786090076291
478,-118.27,64.58,134.75,151.36,-0.7994367754506214
479,-122.57,55.98,134.75,155.45,-0.7822071114261595
480,-126.25,47.09,134.75,159.55,-0.8035709247627778
481,-129.29,37.96,134.75,163.64,-0.7958672511175616
482,-131.67,28.64,134.75,167.73,-0.7836614593346513
483,-133.38,19.18,134.75,171.82,-0.775610094277253
