X,Y,R,Theta,Value
-35.5,-9.51,36.75,195.0,-0.027489665015800496
-31.83,-18.38,36.75,210.0,-0.030984866499709066
-25.99,-25.99,36.75,225.0,-0.027819452495153933
-18.38,-31.83,36.75,240.0,-0.02629059946810894
-9.51,-35.5,36.75,255.0,-0.02678746700196877
-0.0,-36.75,36.75,270.0,-0.028729908513684847
9.51,-35.5,36.75,285.0,-0.027180216623365557
18.38,-31.83,36.75,300.0,-0.02806102446003387
25.99,-25.99,36.75,315.0,-0.02646554401714092
31.83,-18.38,36.75,330.0,-0.02946112639366709
35.5,-9.51,36.75,345.0,-0.02999898176769081
49.0,0.0,49.0,0.0,-0.06321283257210693
48.06,9.56,49.0,11.25,-0.07936630582442049
45.27,18.75,49.0,22.5,-0.06139911742325417
40.74,27.22,49.0,33.75,-0.059663783434312986
34.65,34.65,49.0,45.0,-0.06228756945695552
27.22,40.74,49.0,56.25,-0.05949911604394733
18.75,45.27,49.0,67.5,-0.06167760190581766
9.56,48.06,49.0,78.75,-0.06128390145578011
0.0,49.0,49.0,90.0,-0.06284447209426516
-9.56,48.06,49.0,101.25,-0.06081023618915252
-18.75,45.27,49.0,112.5,-0.059512040697976124
-27.22,40.74,49.0,123.75,-0.06347617971500892
-34.65,34.65,49.0,135.0,-0.06053475348069275
-40.74,27.22,49.0,146.25,-0.06088343295692116
-45.27,18.75,49.0,157.5,-0.0613318980069479
-48.06,9.56,49.0,168.75,-0.0818453433307734
-49.0,0.0,49.0,180.0,-0.060213767294083266
-48.06,-9.56,49.0,191.25,-0.08298862867787113
-45.27,-18.75,49.0,202.5,-0.06048853941308549
-40.74,-27.22,49.0,213.75,-0.062012019066409366
-34.65,-34.65,49.0,225.0,-0.06336692054824371
-27.22,-40.74,49.0,236.25,-0.060632085669012355
-18.75,-45.27,49.0,247.5,-0.05987025424147133
-9.56,-48.06,49.0,258.75,-0.06155419988166307
-0.0,-49.0,49.0,270.0,-0.05964733464916679
9.56,-48.06,49.0,281.25,-0.059236923699413725
18.75,-45.27,49.0,292.5,-0.06401112707609612
27.22,-40.74,49.0,303.75,-0.06353194316955714
34.65,-34.65,49.0,315.0,-0.06364312152773369
40.74,-27.22,49.0,326.25,-0.06045199252680581
45.27,-18.75,49.0,337.5,-0.06115183359114001
48.06,-9.56,49.0,348.75,-0.08206165520292576
61.25,0.0,61.25,0.0,-0.111029663813097
60.5,9.58,61.25,9.0,-0.1315580397467364
58.25,18.93,61.25,18.0,-0.11042467803343374
54.57,27.81,61.25,27.0,-0.11063515344175218
49.55,36.0,61.25,36.0,-0.10903459901066004
43.31,43.31,61.25,45.0,-0.10761148850385353
36.0,49.55,61.25,54.0,-0.10959305020250915
27.81,54.57,61.25,63.0,-0.10797676554508798
18.93,58.25,61.25,72.0,-0.10822965070687399
9.58,60.5,61.25,81.0,-0.11026105183106703
0.0,61.25,61.25,90.0,-0.10882131894068561
-9.58,60.5,61.25,99.0,-0.11071091028442258
-18.93,58.25,61.25,108.0,-0.11193209068996667
-27.81,54.57,61.25,117.0,-0.1092308364398113
-36.0,49.55,61.25,126.0,-0.1106732129252695
-43.31,43.31,61.25,135.0,-0.10899204238980964
-49.55,36.0,61.25,144.0,-0.10939022240674742
-54.57,27.81,61.25,153.0,-0.10945001342353083
-58.25,18.93,61.25,162.0,-0.11178942251681835
-60.5,9.58,61.25,171.0,-0.12849549904433152
-61.25,0.0,61.25,180.0,-0.10737565281970048
-60.5,-9.58,61.25,189.0,-0.12879388098500136
-58.25,-18.93,61.25,198.0,-0.11171944788941177
-54.57,-27.81,61.25,207.0,-0.10795384395310365
-49.55,-36.0,61.25,216.0,-0.10876680400482115
-43.31,-43.31,61.25,225.0,-0.10987007253731636
-36.0,-49.55,61.25,234.0,-0.10714031200371794
-27.81,-54.57,61.25,243.0,-0.12805845215531747
-18.93,-58.25,61.25,252.0,-0.12958715840606347
-9.58,-60.5,61.25,261.0,-0.1308712394140466
-0.0,-61.25,61.25,270.0,-0.12899963596155656
9.58,-60.5,61.25,279.0,-0.12748743368319027
18.93,-58.25,61.25,288.0,-0.13061610728496698
27.81,-54.57,61.25,297.0,-0.1291321152507733
36.0,-49.55,61.25,306.0,-0.109203437872151
43.31,-43.31,61.25,315.0,-0.11205604626720615
49.55,-36.0,61.25,324.0,-0.1075370613640716
54.57,-27.81,61.25,333.0,-0.10950595513233286
58.25,-18.93,61.25,342.0,-0.11172628133884391
60.5,-9.58,61.25,351.0,-0.12938723860059428
73.5,0.0,73.5,0.0,-0.174216878735216
72.87,9.59,73.5,7.5,-0.1725905683164951
71.0,19.02,73.5,15.0,-0.19668560535021773
67.91,28.13,73.5,22.5,-0.17570153752473025
63.65,36.75,73.5,30.0,-0.17332988958540302
58.31,44.74,73.5,37.5,-0.1720839951729569
51.97,51.97,73.5,45.0,-0.17588351473116737
44.74,58.31,73.5,52.5,-0.17289490082280426
36.75,63.65,73.5,60.0,-0.17515211093973043
28.13,67.91,73.5,67.5,-0.17606720648346505
19.02,71.0,73.5,75.0,-0.17470426905324526
9.59,72.87,73.5,82.5,-0.17590187352616046
0.0,73.5,73.5,90.0,-0.1756620885394531
-9.59,72.87,73.5,97.5,-0.17417219691250793
-19.02,71.0,73.5,105.0,-0.17347602527343065
-28.13,67.91,73.5,112.5,-0.17649666073052994
-36.75,63.65,73.5,120.0,-0.17238226644069016
-44.74,58.31,73.5,127.5,-0.17323310897594646
-51.97,51.97,73.5,135.0,-0.17313140653548106
-58.31,44.74,73.5,142.5,-0.17236789501802444
-63.65,36.75,73.5,150.0,-0.1752317707078072
-67.91,28.13,73.5,157.5,-0.17229704997037154
-71.0,19.02,73.5,165.0,-0.1955295416167888
-72.87,9.59,73.5,172.5,-0.1732443523439035
-73.5,0.0,73.5,180.0,-0.1730511131589483
-72.87,-9.59,73.5,187.5,-0.1726634631639101
-71.0,-19.02,73.5,195.0,-0.19564062723880282
-67.91,-28.13,73.5,202.5,-0.17285919743374537
-63.65,-36.75,73.5,210.0,-0.17260804173912153
-58.31,-44.74,73.5,217.5,-0.1758594395106568
-51.97,-51.97,73.5,225.0,-0.1728082278132862
-44.74,-58.31,73.5,232.5,-0.1737484511021496
-36.75,-63.65,73.5,240.0,-0.17496377586077594
-28.13,-67.91,73.5,247.5,-0.17224146107148744
-19.02,-71.0,73.5,255.0,-0.17356290493960025
-9.59,-72.87,73.5,262.5,-0.1752698158692701
-0.0,-73.5,73.5,270.0,-0.17348053475232528
9.59,-72.87,73.5,277.5,-0.17671994347723616
19.02,-71.0,73.5,285.0,-0.1754379442100078
28.13,-67.91,73.5,292.5,-0.17492327798789145
36.75,-63.65,73.5,300.0,-0.17590227164699862
44.74,-58.31,73.5,307.5,-0.17354142415442017
51.97,-51.97,73.5,315.0,-0.17412421614092874
58.31,-44.74,73.5,322.5,-0.17442339659764106
63.65,-36.75,73.5,330.0,-0.17250786790505884
67.91,-28.13,73.5,337.5,-0.173658475523483
71.0,-19.02,73.5,345.0,-0.19183660871649674
72.87,-9.59,73.5,352.5,-0.17398788243587018
85.75,0.0,85.75,0.0,-0.2594541548839805
85.21,9.6,85.75,6.43,-0.25719520155978254
83.6,19.08,85.75,12.86,-0.27848753783718433
80.94,28.32,85.75,19.29,-0.25788108123804404
77.26,37.21,85.75,25.71,-0.2572863465931101
72.61,45.62,85.75,32.14,-0.256419080051475
67.04,53.46,85.75,38.57,-0.2587230210482577
60.63,60.63,85.75,45.0,-0.2579009608040608
53.46,67.04,85.75,51.43,-0.2552049460737701
45.62,72.61,85.75,57.86,-0.25865455577912105
37.21,77.26,85.75,64.29,-0.2561096135561393
28.32,80.94,85.75,70.71,-0.2553943603007262
19.08,83.6,85.75,77.14,-0.25536334329392774
9.6,85.21,85.75,83.57,-0.25848100710721944
0.0,85.75,85.75,90.0,-0.25518292032512
-9.6,85.21,85.75,96.43,-0.2553493751248849
-19.08,83.6,85.75,102.86,-0.2552568593860016
-28.32,80.94,85.75,109.29,-0.2580755501883128
-37.21,77.26,85.75,115.71,-0.255789723124326
-45.62,72.61,85.75,122.14,-0.25738967726823153
-53.46,67.04,85.75,128.57,-0.2587541935406502
-60.63,60.63,85.75,135.0,-0.25503911360121134
-67.04,53.46,85.75,141.43,-0.2594965423883166
-72.61,45.62,85.75,147.86,-0.25614347385824976
-77.26,37.21,85.75,154.29,-0.2564764691876782
-80.94,28.32,85.75,160.71,-0.25554786221690456
-83.6,19.08,85.75,167.14,-0.2791552671610001
-85.21,9.6,85.75,173.57,-0.25922461969698113
-85.75,0.0,85.75,180.0,-0.2549281584871968
-85.21,-9.6,85.75,186.43,-0.2594098904822762
-83.6,-19.08,85.75,192.86,-0.27541232597269
-80.94,-28.32,85.75,199.29,-0.25768066924216126
-77.26,-37.21,85.75,205.71,-0.2597286005672508
-72.61,-45.62,85.75,212.14,-0.25832207900424353
-67.04,-53.46,85.75,218.57,-0.2598141502931647
-60.63,-60.63,85.75,225.0,-0.25555285512055653
-53.46,-67.04,85.75,231.43,-0.2551649559926406
-45.62,-72.61,85.75,237.86,-0.2552542157383574
-37.21,-77.26,85.75,244.29,-0.2585213909136719
-28.32,-80.94,85.75,250.71,-0.2583356875085486
-19.08,-83.6,85.75,257.14,-0.25605469430879074
-9.6,-85.21,85.75,263.57,-0.25704552149057047
-0.0,-85.75,85.75,270.0,-0.2564448804643377
9.6,-85.21,85.75,276.43,-0.2584304660709212
19.08,-83.6,85.75,282.86,-0.25566526794058847
28.32,-80.94,85.75,289.29,-0.2549422437817724
37.21,-77.26,85.75,295.71,-0.2557326951904445
45.62,-72.61,85.75,302.14,-0.2550095646515376
53.46,-67.04,85.75,308.57,-0.2554730818585301
60.63,-60.63,85.75,315.0,-0.2553164604569337
67.04,-53.46,85.75,321.43,-0.2589789624712886
72.61,-45.62,85.75,327.86,-0.2589317606592539
77.26,-37.21,85.75,334.29,-0.25787433407351484
80.94,-28.32,85.75,340.71,-0.2585695537545526
83.6,-19.08,85.75,347.14,-0.277204958368376
85.21,-9.6,85.75,353.57,-0.25982866794452364
98.0,0.0,98.0,0.0,-0.360702646210941
97.53,9.61,98.0,5.62,-0.3587153745026927
96.12,19.12,98.0,11.25,-0.3823811760860286
93.78,28.45,98.0,16.88,-0.361212479696672
90.54,37.5,98.0,22.5,-0.36149227263475603
86.43,46.2,98.0,28.12,-0.36104888995423023
81.48,54.45,98.0,33.75,-0.3621009405238631
75.76,62.17,98.0,39.38,-0.3607998092056566
69.3,69.3,98.0,45.0,-0.3594296846232756
62.17,75.76,98.0,50.62,-0.3622128814847698
54.45,81.48,98.0,56.25,-0.3605955832191961
46.2,86.43,98.0,61.88,-0.36061581970236284
37.5,90.54,98.0,67.5,-0.3781198307378538
28.45,93.78,98.0,73.12,-0.3615069847561345
19.12,96.12,98.0,78.75,-0.35980915350867554
9.61,97.53,98.0,84.38,-0.35791659137872084
0.0,98.0,98.0,90.0,-0.359787551618439
-9.61,97.53,98.0,95.62,-0.3607485588028679
-19.12,96.12,98.0,101.25,-0.36197536113656026
-28.45,93.78,98.0,106.88,-0.3600324643087457
-37.5,90.54,98.0,112.5,-0.38219209436090096
-46.2,86.43,98.0,118.12,-0.35804361839804083
-54.45,81.48,98.0,123.75,-0.3589700056087626
-62.17,75.76,98.0,129.38,-0.36212670212522735
-69.3,69.3,98.0,135.0,-0.3601304470857925
-75.76,62.17,98.0,140.62,-0.36161249086383296
-81.48,54.45,98.0,146.25,-0.362463915762041
-86.43,46.2,98.0,151.88,-0.36221985024524106
-90.54,37.5,98.0,157.5,-0.35989784857709206
-93.78,28.45,98.0,163.12,-0.36287136567751316
-96.12,19.12,98.0,168.75,-0.3803551294618029
-97.53,9.61,98.0,174.38,-0.3585197554914445
-98.0,0.0,98.0,180.0,-0.3613850925986586
-97.53,-9.61,98.0,185.62,-0.3623784551914895
-96.12,-19.12,98.0,191.25,-0.38020513322750793
-93.78,-28.45,98.0,196.88,-0.36207054611058126
-90.54,-37.5,98.0,202.5,-0.3589015962184238
-86.43,-46.2,98.0,208.12,-0.35950682328159944
-81.48,-54.45,98.0,213.75,-0.3590644586319291
-75.76,-62.17,98.0,219.38,-0.36207903640483763
-69.3,-69.3,98.0,225.0,-0.35891221164649406
-62.17,-75.76,98.0,230.62,-0.3614872913597458
-54.45,-81.48,98.0,236.25,-0.36212076589428405
-46.2,-86.43,98.0,241.88,-0.3605516348352731
-37.5,-90.54,98.0,247.5,-0.3609715672898933
-28.45,-93.78,98.0,253.12,-0.35834168126312665
-19.12,-96.12,98.0,258.75,-0.35875989880187387
-9.61,-97.53,98.0,264.38,-0.36100811008514344
-0.0,-98.0,98.0,270.0,-0.3598412823148319
9.61,-97.53,98.0,275.62,-0.36209868988790517
19.12,-96.12,98.0,281.25,-0.3585731018138095
28.45,-93.78,98.0,286.88,-0.35963450652141143
37.5,-90.54,98.0,292.5,-0.3590313775304051
46.2,-86.43,98.0,298.12,-0.3603485006998747
54.45,-81.48,98.0,303.75,-0.359981130292209
62.17,-75.76,98.0,309.38,-0.3588563210922708
69.3,-69.3,98.0,315.0,-0.36037360150921605
75.76,-62.17,98.0,320.63,-0.3589343256955802
81.48,-54.45,98.0,326.25,-0.35900093695680024
86.43,-46.2,98.0,331.88,-0.3580859588039261
90.54,-37.5,98.0,337.5,-0.3580946637183615
93.78,-28.45,98.0,343.12,-0.35795220055457655
96.12,-19.12,98.0,348.75,-0.38111274334962636
97.53,-9.61,98.0,354.38,-0.35959344951071964
110.25,0.0,110.25,0.0,-0.48413926531336265
109.83,9.61,110.25,5.0,-0.4832736873770633
108.58,19.14,110.25,10.0,-0.48424944747498166
106.49,28.53,110.25,15.0,-0.4857056237069189
103.6,37.71,110.25,20.0,-0.48547787783430224
99.92,46.59,110.25,25.0,-0.4836843204347794
95.48,55.12,110.25,30.0,-0.4854912802366951
90.31,63.24,110.25,35.0,-0.48411320996444257
84.46,70.87,110.25,40.0,-0.4858170677144165
77.96,77.96,110.25,45.0,-0.48668777037097644
70.87,84.46,110.25,50.0,-0.4854948423245978
63.24,90.31,110.25,55.0,-0.5024054582641192
55.13,95.48,110.25,60.0,-0.5059288289189787
46.59,99.92,110.25,65.0,-0.5024223618379374
37.71,103.6,110.25,70.0,-0.4835484430184271
28.53,106.49,110.25,75.0,-0.4871327587379142
19.14,108.58,110.25,80.0,-0.48236708721205446
9.61,109.83,110.25,85.0,-0.4857148059888944
0.0,110.25,110.25,90.0,-0.4854179379786502
-9.61,109.83,110.25,95.0,-0.48292955109406827
-19.14,108.58,110.25,100.0,-0.48388558591180153
-28.53,106.49,110.25,105.0,-0.486672153092804
-37.71,103.6,110.25,110.0,-0.4853665404216066
-46.59,99.92,110.25,115.0,-0.5031289013731528
-55.12,95.48,110.25,120.0,-0.5066886873427909
-63.24,90.31,110.25,125.0,-0.5031546286356045
-70.87,84.46,110.25,130.0,-0.48555443672773435
-77.96,77.96,110.25,135.0,-0.48608711245814096
-84.46,70.87,110.25,140.0,-0.48274267615109046
-90.31,63.24,110.25,145.0,-0.4863277040558817
-95.48,55.12,110.25,150.0,-0.484865411469381
-99.92,46.59,110.25,155.0,-0.4833356283554322
-103.6,37.71,110.25,160.0,-0.4824449685462812
-106.49,28.53,110.25,165.0,-0.48462688572640567
-108.58,19.14,110.25,170.0,-0.48597160613364443
-109.83,9.61,110.25,175.0,-0.4829402190816873
-110.25,0.0,110.25,180.0,-0.48260101657112225
-109.83,-9.61,110.25,185.0,-0.4858684433786262
-108.58,-19.14,110.25,190.0,-0.48593583932089335
-106.49,-28.53,110.25,195.0,-0.4825762645744581
-103.6,-37.71,110.25,200.0,-0.4840649304055789
-99.92,-46.59,110.25,205.0,-0.48356060517368704
-95.48,-55.13,110.25,210.0,-0.4847505092916817
-90.31,-63.24,110.25,215.0,-0.48375473012573994
-84.46,-70.87,110.25,220.0,-0.48379083720326477
-77.96,-77.96,110.25,225.0,-0.48630352303119245
-70.87,-84.46,110.25,230.0,-0.4833645044396402
-63.24,-90.31,110.25,235.0,-0.48488643835304557
-55.13,-95.48,110.25,240.0,-0.4852636619144893
-46.59,-99.92,110.25,245.0,-0.4856703129401019
-37.71,-103.6,110.25,250.0,-0.4827604825193309
-28.53,-106.49,110.25,255.0,-0.486616610481174
-19.14,-108.58,110.25,260.0,-0.4866216013332718
-9.61,-109.83,110.25,265.0,-0.4865525911043494
-0.0,-110.25,110.25,270.0,-0.4851001955847146
9.61,-109.83,110.25,275.0,-0.4827739708851517
19.14,-108.58,110.25,280.0,-0.48450701723821216
28.53,-106.49,110.25,285.0,-0.4832933725865257
37.71,-103.6,110.25,290.0,-0.483583431723652
46.59,-99.92,110.25,295.0,-0.4832224793487876
55.13,-95.48,110.25,300.0,-0.48554551297832366
63.24,-90.31,110.25,305.0,-0.48396196164484095
70.87,-84.46,110.25,310.0,-0.4857422480477247
77.96,-77.96,110.25,315.0,-0.4838326983285525
84.46,-70.87,110.25,320.0,-0.48392599840077727
90.31,-63.24,110.25,325.0,-0.4850733401405719
95.48,-55.13,110.25,330.0,-0.48450537668787236
99.92,-46.59,110.25,335.0,-0.48534577183092714
103.6,-37.71,110.25,340.0,-0.4840339300033566
106.49,-28.53,110.25,345.0,-0.4839345702849306
108.58,-19.14,110.25,350.0,-0.48653703308115526
109.83,-9.61,110.25,355.0,-0.4845291376652035
122.5,0.0,122.5,0.0,-0.6332622262005803
122.12,9.61,122.5,4.5,-0.6289443731714252
120.99,19.16,122.5,9.0,-0.6339292108229232
119.12,28.6,122.5,13.5,-0.6309891123250924
116.5,37.85,122.5,18.0,-0.6313782017211037
113.18,46.88,122.5,22.5,-0.630078842622383
109.15,55.61,122.5,27.0,-0.6315526080302782
104.45,64.01,122.5,31.5,-0.6296704874308818
99.1,72.0,122.5,36.0,-0.6306407525282961
93.15,79.56,122.5,40.5,-0.6305028666454631
86.62,86.62,122.5,45.0,-0.6314210752281652
79.56,93.15,122.5,49.5,-0.6321519606406953
72.0,99.1,122.5,54.0,-0.6522058694773004
64.01,104.45,122.5,58.5,-0.6290315568034481
55.61,109.15,122.5,63.0,-0.6300944207629503
46.88,113.18,122.5,67.5,-0.6322974671211548
37.85,116.5,122.5,72.0,-0.6290578756237949
28.6,119.12,122.5,76.5,-0.6317794893959979
19.16,120.99,122.5,81.0,-0.6289676414331269
9.61,122.12,122.5,85.5,-0.6312994429240233
0.0,122.5,122.5,90.0,-0.6311999933614527
-9.61,122.12,122.5,94.5,-0.6309031570932624
-19.16,120.99,122.5,99.0,-0.6311222298369582
-28.6,119.12,122.5,103.5,-0.6325419427469857
-37.85,116.5,122.5,108.0,-0.630503875503786
-46.88,113.18,122.5,112.5,-0.6296804241508792
-55.61,109.15,122.5,117.0,-0.6310555239952779
-64.01,104.45,122.5,121.5,-0.6300484976517883
-72.0,99.1,122.5,126.0,-0.651561006996436
-79.56,93.15,122.5,130.5,-0.6310876709076653
-86.62,86.62,122.5,135.0,-0.6336136740462774
-93.15,79.56,122.5,139.5,-0.6297613999358822
-99.1,72.0,122.5,144.0,-0.6331271464531083
-104.45,64.01,122.5,148.5,-0.6298554268147091
-109.15,55.61,122.5,153.0,-0.630217941824716
-113.18,46.88,122.5,157.5,-0.6314612263749281
-116.5,37.85,122.5,162.0,-0.6320471785709645
-119.12,28.6,122.5,166.5,-0.6293230509018052
-120.99,19.16,122.5,171.0,-0.6331118376997444
-122.12,9.61,122.5,175.5,-0.6331955224691866
-122.5,0.0,122.5,180.0,-0.6306127818389432
-122.12,-9.61,122.5,184.5,-0.6290454134550802
-120.99,-19.16,122.5,189.0,-0.6298079523581042
-119.12,-28.6,122.5,193.5,-0.6309736285489121
-116.5,-37.85,122.5,198.0,-0.6292221408994796
-113.18,-46.88,122.5,202.5,-0.6311080722582316
-109.15,-55.61,122.5,207.0,-0.6333682577862154
-104.45,-64.01,122.5,211.5,-0.6309686850033166
-99.1,-72.0,122.5,216.0,-0.6298063143510813
-93.15,-79.56,122.5,220.5,-0.6294022008611518
-86.62,-86.62,122.5,225.0,-0.6317259011086507
-79.56,-93.15,122.5,229.5,-0.6293974223957285
-72.0,-99.1,122.5,234.0,-0.6316993204379305
-64.01,-104.45,122.5,238.5,-0.6296430936985093
-55.61,-109.15,122.5,243.0,-0.6308301315712901
-46.88,-113.18,122.5,247.5,-0.6307488457506016
-37.85,-116.5,122.5,252.0,-0.633313511129375
-28.6,-119.12,122.5,256.5,-0.6293763293360215
-19.16,-120.99,122.5,261.0,-0.6308314394127258
-9.61,-122.12,122.5,265.5,-0.6293796579632707
-0.0,-122.5,122.5,270.0,-0.6298832854236299
9.61,-122.12,122.5,274.5,-0.6292369283787689
19.16,-120.99,122.5,279.0,-0.6304061748770013
28.6,-119.12,122.5,283.5,-0.6337434971729563
37.85,-116.5,122.5,288.0,-0.6329960327221656
46.88,-113.18,122.5,292.5,-0.6312158127056973
55.61,-109.15,122.5,297.0,-0.6311656185635189
64.01,-104.45,122.5,301.5,-0.6311965270846155
72.0,-99.1,122.5,306.0,-0.6334614193986711
79.56,-93.15,122.5,310.5,-0.6332872983533431
86.62,-86.62,122.5,315.0,-0.6332279556661979
93.15,-79.56,122.5,319.5,-0.6313637332213518
99.1,-72.0,122.5,324.0,-0.6335606381367327
104.45,-64.01,122.5,328.5,-0.6314594570290185
109.15,-55.61,122.5,333.0,-0.6318473089695832
113.18,-46.88,122.5,337.5,-0.6324913558788778
116.5,-37.85,122.5,342.0,-0.6331725289095339
119.12,-28.6,122.5,346.5,-0.6301723129448157
120.99,-19.16,122.5,351.0,-0.6318668766976504
122.12,-9.61,122.5,355.5,-0.633174586336642
134.75,0.0,134.75,0.0,-0.8014310379999791
134.41,9.61,134.75,4.09,-0.8039603744884858
133.38,19.18,134.75,8.18,-0.8020366817297877
131.67,28.64,134.75,12.27,-0.8035948796328898
129.29,37.96,134.75,16.36,-0.8038696230465976
126.25,47.09,134.75,20.45,-0.8015259458519288
122.57,55.98,134.75,24.55,-0.8021879252881968
118.27,64.58,134.75,28.64,-0.8002277252444808
113.36,72.85,134.75,32.73,-0.8014788059234396
107.87,80.75,134.75,36.82,-0.8036644187575152
101.84,88.24,134.75,40.91,-0.8005065730462907
95.28,95.28,134.75,45.0,-0.800367186997714
88.24,101.84,134.75,49.09,-0.8014393595246987
80.75,107.87,134.75,53.18,-0.8002017157816488
72.85,113.36,134.75,57.27,-0.8006184665618149
64.58,118.27,134.75,61.36,-0.8004113042304544
55.98,122.57,134.75,65.45,-0.8008445785439605
47.09,126.25,134.75,69.55,-0.8038047414007551
37.96,129.29,134.75,73.64,-0.8024687175384708
28.64,131.67,134.75,77.73,-0.8029940028123914
19.18,133.38,134.75,81.82,-0.8035942283294558
9.61,134.41,134.75,85.91,-0.80021781617607
0.0,134.75,134.75,90.0,-0.7998006105271471
-9.61,134.41,134.75,94.09,-0.8016453131758106
-19.18,133.38,134.75,98.18,-0.7996684515682619
-28.64,131.67,134.75,102.27,-0.800989841414622
-37.96,129.29,134.75,106.36,-0.8022463762396108
-47.09,126.25,134.75,110.45,-0.8021988164097063
-55.98,122.57,134.75,114.55,-0.8026120321950598
-64.58,118.27,134.75,118.64,-0.8027354171083247
-72.85,113.36,134.75,122.73,-0.8008735128994362
-80.75,107.87,134.75,126.82,-0.8037780296050199
-88.24,101.84,134.75,130.91,-0.8008427038462855
-95.28,95.28,134.75,135.0,-0.8023692228708591
-101.84,88.24,134.75,139.09,-0.8006876807817036
-107.87,80.75,134.75,143.18,-0.8037496233334732
-113.36,72.85,134.75,147.27,-0.8000747765835001
-118.27,64.58,134.75,151.36,-0.8022475709627037
-122.57,55.98,134.75,155.45,-0.8036896195124253
-126.25,47.09,134.75,159.55,-0.8008956675130298
-129.29,37.96,134.75,163.64,-0.8024468714381545
-131.67,28.64,134.75,167.73,-0.8027713555245802
-133.38,19.18,134.75,171.82,-0.8037694349913801
-134.41,9.61,134.75,175.91,-0.8018090549803136
-134.75,0.0,134.75,180.0,-0.8035474509772734
-134.41,-9.61,134.75,184.09,-0.8040119205472019
-133.38,-19.18,134.75,188.18,-0.8040111464710517
-131.67,-28.64,134.75,192.27,-0.8022928454692606
-129.29,-37.96,134.75,196.36,-0.8024265544641569
-126.25,-47.09,134.75,200.45,-0.8017032157725514
-122.57,-55.98,134.75,204.55,-0.8030149579277397
-118.27,-64.58,134.75,208.64,-0.803588834745793
-113.36,-72.85,134.75,212.73,-0.8038558793075001
-107.87,-80.75,134.75,216.82,-0.7997708895308859
-101.84,-88.24,134.75,220.91,-0.803544019538156
-95.28,-95.28,134.75,225.0,-0.7995421641220674
-88.24,-101.84,134.75,229.09,-0.8001789203237414
-80.75,-107.87,134.75,233.18,-0.8031243729530116
-72.85,-113.36,134.75,237.27,-0.7997960497719112
-64.58,-118.27,134.75,241.36,-0.8034548583452488
-55.98,-122.57,134.75,245.45,-0.8036282734198332
-47.09,-126.25,134.75,249.55,-0.8000967235841031
-37.96,-129.29,134.75,253.64,-0.801083911394459
-28.64,-131.67,134.75,257.73,-0.8015173594419773
-19.18,-133.38,134.75,261.82,-0.8029801584088413
-9.61,-134.41,134.75,265.91,-0.8020087760071304
-0.0,-134.75,134.75,270.0,-0.8039771334457657
9.61,-134.41,134.75,274.09,-0.8018675961956101
19.18,-133.38,134.75,278.18,-0.8020758028170281
28.64,-131.67,134.75,282.27,-0.8020480087004149
37.96,-129.29,134.75,286.36,-0.8016395544923465
47.09,-126.25,134.75,290.45,-0.8003894420159754
55.98,-122.57,134.75,294.55,-0.8015552452065781
64.58,-118.27,134.75,298.64,-0.803761194185901
72.85,-113.36,134.75,302.73,-0.8005562946776302
80.75,-107.87,134.75,306.82,-0.8032264585278754
88.24,-101.84,134.75,310.91,-0.8022201074913083
95.28,-95.28,134.75,315.0,-0.8007618786611471
