X,Y,R,Theta,Value
-43.31,-43.31,61.25,225.0,0.11426090814598326
-36.0,-49.55,61.25,234.0,0.11699066867958167
-27.81,-54.57,61.25,243.0,0.09607252852798213
-18.93,-58.25,61.25,252.0,0.09454382227723615
-9.58,-60.5,61.25,261.0,0.09325974126925302
-0.0,-61.25,61.25,270.0,0.09513134472174305
9.58,-60.5,61.25,279.0,0.09664354700010934
18.93,-58.25,61.25,288.0,0.09351487339833263
27.81,-54.57,61.25,297.0,0.09499886543252631
36.0,-49.55,61.25,306.0,0.11492754281114861
43.31,-43.31,61.25,315.0,0.11207493441609347
49.55,-36.0,61.25,324.0,0.11659391931922802
54.57,-27.81,61.25,333.0,0.11462502555096676
58.25,-18.93,61.25,342.0,0.11240469934445571
60.5,-9.58,61.25,351.0,0.09474374208270533
73.5,0.0,73.5,0.0,0.1793365118580578
72.87,9.59,73.5,7.5,0.18096282227677868
71.0,19.02,73.5,15.0,0.15686778524305606
67.91,28.13,73.5,22.5,0.17785185306854354
63.65,36.75,73.5,30.0,0.18022350100787077
58.31,44.74,73.5,37.5,0.1814693954203169
51.97,51.97,73.5,45.0,0.17766987586210642
44.74,58.31,73.5,52.5,0.18065848977046953
36.75,63.65,73.5,60.0,0.17840127965354335
28.13,67.91,73.5,67.5,0.17748618410980874
19.02,71.0,73.5,75.0,0.17884912154002852
9.59,72.87,73.5,82.5,0.17765151706711332
0.0,73.5,73.5,90.0,0.1778913020538207
-9.59,72.87,73.5,97.5,0.17938119368076585
-19.02,71.0,73.5,105.0,0.18007736531984314
-28.13,67.91,73.5,112.5,0.17705672986274384
-36.75,63.65,73.5,120.0,0.18117112415258363
-44.74,58.31,73.5,127.5,0.18032028161732733
-51.97,51.97,73.5,135.0,0.18042198405779272
-58.31,44.74,73.5,142.5,0.18118549557524935
-63.65,36.75,73.5,150.0,0.17832161988546658
-67.91,28.13,73.5,157.5,0.18125634062290225
-71.0,19.02,73.5,165.0,0.158023848976485
-72.87,9.59,73.5,172.5,0.18030903824937028
-73.5,0.0,73.5,180.0,0.18050227743432548
-72.87,-9.59,73.5,187.5,0.1808899274293637
-71.0,-19.02,73.5,195.0,0.15791276335447096
-67.91,-28.13,73.5,202.5,0.18069419315952842
-63.65,-36.75,73.5,210.0,0.18094534885415225
-58.31,-44.74,73.5,217.5,0.17769395108261699
-51.97,-51.97,73.5,225.0,0.1807451627799876
-44.74,-58.31,73.5,232.5,0.1798049394911242
-36.75,-63.65,73.5,240.0,0.17858961473249785
-28.13,-67.91,73.5,247.5,0.18131192952178635
-19.02,-71.0,73.5,255.0,0.17999048565367354
-9.59,-72.87,73.5,262.5,0.1782835747240037
-0.0,-73.5,73.5,270.0,0.1800728558409485
9.59,-72.87,73.5,277.5,0.17683344711603763
19.02,-71.0,73.5,285.0,0.17811544638326599
28.13,-67.91,73.5,292.5,0.17863011260538234
36.75,-63.65,73.5,300.0,0.17765111894627517
44.74,-58.31,73.5,307.5,0.18001196643885362
51.97,-51.97,73.5,315.0,0.17942917445234505
58.31,-44.74,73.5,322.5,0.17912999399563273
63.65,-36.75,73.5,330.0,0.18104552268821494
67.91,-28.13,73.5,337.5,0.17989491506979077
71.0,-19.02,73.5,345.0,0.16171678187677704
72.87,-9.59,73.5,352.5,0.1795655081574036
85.75,0.0,85.75,0.0,0.26032873644202925
85.21,9.6,85.75,6.43,0.2625876897662272
83.6,19.08,85.75,12.86,0.24129535348882544
80.94,28.32,85.75,19.29,0.2619018100879657
77.26,37.21,85.75,25.71,0.26249654473289963
72.61,45.62,85.75,32.14,0.26336381127453473
67.04,53.46,85.75,38.57,0.26105987027775207
60.63,60.63,85.75,45.0,0.26188193052194897
53.46,67.04,85.75,51.43,0.26457794525223965
45.62,72.61,85.75,57.86,0.2611283355468887
37.21,77.26,85.75,64.29,0.26367327776987043
28.32,80.94,85.75,70.71,0.26438853102528354
19.08,83.6,85.75,77.14,0.264419548032082
9.6,85.21,85.75,83.57,0.2613018842187903
0.0,85.75,85.75,90.0,0.2645999710008897
-9.6,85.21,85.75,96.43,0.2644335162011248
-19.08,83.6,85.75,102.86,0.2645260319400081
-28.32,80.94,85.75,109.29,0.26170734113769695
-37.21,77.26,85.75,115.71,0.2639931682016837
-45.62,72.61,85.75,122.14,0.2623932140577782
-53.46,67.04,85.75,128.57,0.26102869778535953
-60.63,60.63,85.75,135.0,0.2647437777247984
-67.04,53.46,85.75,141.43,0.26028634893769315
-72.61,45.62,85.75,147.86,0.26363941746776
-77.26,37.21,85.75,154.29,0.26330642213833155
-80.94,28.32,85.75,160.71,0.2642350291091052
-83.6,19.08,85.75,167.14,0.24062762416500968
-85.21,9.6,85.75,173.57,0.2605582716290286
-85.75,0.0,85.75,180.0,0.26485473283881295
-85.21,-9.6,85.75,186.43,0.26037300084373355
-83.6,-19.08,85.75,192.86,0.24437056535331977
-80.94,-28.32,85.75,199.29,0.2621022220838485
-77.26,-37.21,85.75,205.71,0.26005429075875897
-72.61,-45.62,85.75,212.14,0.2614608123217662
-67.04,-53.46,85.75,218.57,0.25996874103284506
-60.63,-60.63,85.75,225.0,0.2642300362054532
-53.46,-67.04,85.75,231.43,0.26461793533336914
-45.62,-72.61,85.75,237.86,0.26452867558765236
-37.21,-77.26,85.75,244.29,0.26126150041233787
-28.32,-80.94,85.75,250.71,0.26144720381746117
-19.08,-83.6,85.75,257.14,0.263728197017219
-9.6,-85.21,85.75,263.57,0.26273736983543927
-0.0,-85.75,85.75,270.0,0.263338010861672
9.6,-85.21,85.75,276.43,0.26135242525508856
19.08,-83.6,85.75,282.86,0.2641176233854213
28.32,-80.94,85.75,289.29,0.26484064754423736
37.21,-77.26,85.75,295.71,0.26405019613556524
45.62,-72.61,85.75,302.14,0.2647733266744721
53.46,-67.04,85.75,308.57,0.2643098094674796
60.63,-60.63,85.75,315.0,0.26446643086907606
67.04,-53.46,85.75,321.43,0.26080392885472115
72.61,-45.62,85.75,327.86,0.26085113066675586
77.26,-37.21,85.75,334.29,0.2619085572524949
80.94,-28.32,85.75,340.71,0.26121333757145715
83.6,-19.08,85.75,347.14,0.24257793295763377
85.21,-9.6,85.75,353.57,0.2599542233814861
98.0,0.0,98.0,0.0,0.36507209239148203
97.53,9.61,98.0,5.62,0.36705936409973033
96.12,19.12,98.0,11.25,0.3433935625163944
93.78,28.45,98.0,16.88,0.36456225890575106
90.54,37.5,98.0,22.5,0.364282465967667
86.43,46.2,98.0,28.12,0.3647258486481928
81.48,54.45,98.0,33.75,0.36367379807855993
75.76,62.17,98.0,39.38,0.36497492939676646
69.3,69.3,98.0,45.0,0.3663450539791474
62.17,75.76,98.0,50.62,0.3635618571176532
54.45,81.48,98.0,56.25,0.3651791553832269
46.2,86.43,98.0,61.88,0.3651589189000602
37.5,90.54,98.0,67.5,0.3476549078645692
28.45,93.78,98.0,73.12,0.3642677538462885
19.12,96.12,98.0,78.75,0.3659655850937475
9.61,97.53,98.0,84.38,0.3678581472237022
0.0,98.0,98.0,90.0,0.365987186983984
-9.61,97.53,98.0,95.62,0.36502617979955515
-19.12,96.12,98.0,101.25,0.36379937746586277
-28.45,93.78,98.0,106.88,0.36574227429367734
-37.5,90.54,98.0,112.5,0.3435826442415221
-46.2,86.43,98.0,118.12,0.3677311202043822
-54.45,81.48,98.0,123.75,0.36680473299366045
-62.17,75.76,98.0,129.38,0.3636480364771957
-69.3,69.3,98.0,135.0,0.3656442915166305
-75.76,62.17,98.0,140.62,0.3641622477385901
-81.48,54.45,98.0,146.25,0.363310822840382
-86.43,46.2,98.0,151.88,0.36355488835718197
-90.54,37.5,98.0,157.5,0.36587689002533097
-93.78,28.45,98.0,163.12,0.3629033729249099
-96.12,19.12,98.0,168.75,0.34541960914062014
-97.53,9.61,98.0,174.38,0.36725498311097854
-98.0,0.0,98.0,180.0,0.36438964600376444
-97.53,-9.61,98.0,185.62,0.36339628341093355
-96.12,-19.12,98.0,191.25,0.3455696053749151
-93.78,-28.45,98.0,196.88,0.36370419249184177
-90.54,-37.5,98.0,202.5,0.3668731423839992
-86.43,-46.2,98.0,208.12,0.3662679153208236
-81.48,-54.45,98.0,213.75,0.36671027997049394
-75.76,-62.17,98.0,219.38,0.3636957021975854
-69.3,-69.3,98.0,225.0,0.36686252695592897
-62.17,-75.76,98.0,230.62,0.36428744724267725
-54.45,-81.48,98.0,236.25,0.363653972708139
-46.2,-86.43,98.0,241.88,0.36522310376714995
-37.5,-90.54,98.0,247.5,0.3648031713125297
-28.45,-93.78,98.0,253.12,0.3674330573392964
-19.12,-96.12,98.0,258.75,0.36701483980054916
-9.61,-97.53,98.0,264.38,0.3647666285172796
-0.0,-98.0,98.0,270.0,0.3659334562875911
9.61,-97.53,98.0,275.62,0.36367604871451786
19.12,-96.12,98.0,281.25,0.3672016367886135
28.45,-93.78,98.0,286.88,0.3661402320810116
37.5,-90.54,98.0,292.5,0.36674336107201794
46.2,-86.43,98.0,298.12,0.36542623790254836
54.45,-81.48,98.0,303.75,0.365793608310214
62.17,-75.76,98.0,309.38,0.36691841751015225
69.3,-69.3,98.0,315.0,0.365401137093207
75.76,-62.17,98.0,320.63,0.3668404129068428
81.48,-54.45,98.0,326.25,0.3667738016456228
86.43,-46.2,98.0,331.88,0.36768877979849696
90.54,-37.5,98.0,337.5,0.3676800748840615
93.78,-28.45,98.0,343.12,0.3678225380478465
96.12,-19.12,98.0,348.75,0.34466199525279667
97.53,-9.61,98.0,354.38,0.3661812890917034
110.25,0.0,110.25,0.0,0.49013931394413085
109.83,9.61,110.25,5.0,0.4910048918804302
108.58,19.14,110.25,10.0,0.49002913178251184
106.49,28.53,110.25,15.0,0.4885729555505746
103.6,37.71,110.25,20.0,0.48880070142319126
99.92,46.59,110.25,25.0,0.4905942588227141
95.48,55.12,110.25,30.0,0.4887872990207984
90.31,63.24,110.25,35.0,0.49016536929305093
84.46,70.87,110.25,40.0,0.488461511543077
77.96,77.96,110.25,45.0,0.48759080888651707
70.87,84.46,110.25,50.0,0.48878373693289573
63.24,90.31,110.25,55.0,0.47187312099337425
55.13,95.48,110.25,60.0,0.4683497503385147
46.59,99.92,110.25,65.0,0.4718562174195561
37.71,103.6,110.25,70.0,0.4907301362390664
28.53,106.49,110.25,75.0,0.48714582051957933
19.14,108.58,110.25,80.0,0.49191149204543905
9.61,109.83,110.25,85.0,0.4885637732685991
0.0,110.25,110.25,90.0,0.4888606412788433
-9.61,109.83,110.25,95.0,0.49134902816342524
-19.14,108.58,110.25,100.0,0.490392993345692
-28.53,106.49,110.25,105.0,0.4876064261646895
-37.71,103.6,110.25,110.0,0.4889120388358869
-46.59,99.92,110.25,115.0,0.47114967788434065
-55.12,95.48,110.25,120.0,0.4675898919147025
-63.24,90.31,110.25,125.0,0.47112395062188905
-70.87,84.46,110.25,130.0,0.48872414252975915
-77.96,77.96,110.25,135.0,0.48819146679935255
-84.46,70.87,110.25,140.0,0.49153590310640305
-90.31,63.24,110.25,145.0,0.4879508752016118
-95.48,55.12,110.25,150.0,0.4894131677881125
-99.92,46.59,110.25,155.0,0.4909429509020613
-103.6,37.71,110.25,160.0,0.4918336107112123
-106.49,28.53,110.25,165.0,0.48965169353108784
-108.58,19.14,110.25,170.0,0.4883069731238491
-109.83,9.61,110.25,175.0,0.4913383601758062
-110.25,0.0,110.25,180.0,0.49167756268637125
-109.83,-9.61,110.25,185.0,0.4884101358788673
-108.58,-19.14,110.25,190.0,0.48834273993660016
-106.49,-28.53,110.25,195.0,0.4917023146830354
-103.6,-37.71,110.25,200.0,0.4902136488519146
-99.92,-46.59,110.25,205.0,0.49071797408380646
-95.48,-55.13,110.25,210.0,0.48952806996581183
-90.31,-63.24,110.25,215.0,0.49052384913175356
-84.46,-70.87,110.25,220.0,0.49048774205422874
-77.96,-77.96,110.25,225.0,0.48797505622630105
-70.87,-84.46,110.25,230.0,0.4909140748178533
-63.24,-90.31,110.25,235.0,0.48939214090444794
-55.13,-95.48,110.25,240.0,0.48901491734300423
-46.59,-99.92,110.25,245.0,0.4886082663173916
-37.71,-103.6,110.25,250.0,0.4915180967381626
-28.53,-106.49,110.25,255.0,0.4876619687763195
-19.14,-108.58,110.25,260.0,0.4876569779242217
-9.61,-109.83,110.25,265.0,0.4877259881531441
-0.0,-110.25,110.25,270.0,0.4891783836727789
9.61,-109.83,110.25,275.0,0.4915046083723418
19.14,-108.58,110.25,280.0,0.48977156201928135
28.53,-106.49,110.25,285.0,0.4909852066709678
37.71,-103.6,110.25,290.0,0.4906951475338415
46.59,-99.92,110.25,295.0,0.4910560999087059
55.13,-95.48,110.25,300.0,0.48873306627916985
63.24,-90.31,110.25,305.0,0.49031661761265255
70.87,-84.46,110.25,310.0,0.4885363312097688
77.96,-77.96,110.25,315.0,0.490445880928941
84.46,-70.87,110.25,320.0,0.49035258085671624
90.31,-63.24,110.25,325.0,0.4892052391169216
95.48,-55.13,110.25,330.0,0.48977320256962115
99.92,-46.59,110.25,335.0,0.48893280742656636
103.6,-37.71,110.25,340.0,0.4902446492541369
106.49,-28.53,110.25,345.0,0.4903440089725629
108.58,-19.14,110.25,350.0,0.48774154617633825
109.83,-9.61,110.25,355.0,0.48974944159229
122.5,0.0,122.5,0.0,0.6346140643206377
122.12,9.61,122.5,4.5,0.6389319173497928
120.99,19.16,122.5,9.0,0.6339470796982948
119.12,28.6,122.5,13.5,0.6368871781961256
116.5,37.85,122.5,18.0,0.6364980888001143
113.18,46.88,122.5,22.5,0.637797447898835
109.15,55.61,122.5,27.0,0.6363236824909397
104.45,64.01,122.5,31.5,0.6382058030903361
99.1,72.0,122.5,36.0,0.6372355379929219
93.15,79.56,122.5,40.5,0.6373734238757549
86.62,86.62,122.5,45.0,0.6364552152930528
79.56,93.15,122.5,49.5,0.6357243298805226
72.0,99.1,122.5,54.0,0.6156704210439176
64.01,104.45,122.5,58.5,0.6388447337177698
55.61,109.15,122.5,63.0,0.6377818697582677
46.88,113.18,122.5,67.5,0.6355788234000632
37.85,116.5,122.5,72.0,0.6388184148974231
28.6,119.12,122.5,76.5,0.63609680112522
19.16,120.99,122.5,81.0,0.6389086490880911
9.61,122.12,122.5,85.5,0.6365768475971947
0.0,122.5,122.5,90.0,0.6366762971597653
-9.61,122.12,122.5,94.5,0.6369731334279556
-19.16,120.99,122.5,99.0,0.6367540606842598
-28.6,119.12,122.5,103.5,0.6353343477742323
-37.85,116.5,122.5,108.0,0.637372415017432
-46.88,113.18,122.5,112.5,0.6381958663703388
-55.61,109.15,122.5,117.0,0.6368207665259401
-64.01,104.45,122.5,121.5,0.6378277928694297
-72.0,99.1,122.5,126.0,0.6163152835247819
-79.56,93.15,122.5,130.5,0.6367886196135527
-86.62,86.62,122.5,135.0,0.6342626164749405
-93.15,79.56,122.5,139.5,0.6381148905853358
-99.1,72.0,122.5,144.0,0.6347491440681097
-104.45,64.01,122.5,148.5,0.6380208637065089
-109.15,55.61,122.5,153.0,0.637658348696502
-113.18,46.88,122.5,157.5,0.6364150641462899
-116.5,37.85,122.5,162.0,0.6358291119502535
-119.12,28.6,122.5,166.5,0.6385532396194128
-120.99,19.16,122.5,171.0,0.6347644528214735
-122.12,9.61,122.5,175.5,0.6346807680520313
-122.5,0.0,122.5,180.0,0.6372635086822748
-122.12,-9.61,122.5,184.5,0.6388308770661377
-120.99,-19.16,122.5,189.0,0.6380683381631138
-119.12,-28.6,122.5,193.5,0.6369026619723058
-116.5,-37.85,122.5,198.0,0.6386541496217384
-113.18,-46.88,122.5,202.5,0.6367682182629864
-109.15,-55.61,122.5,207.0,0.6345080327350026
-104.45,-64.01,122.5,211.5,0.6369076055179014
-99.1,-72.0,122.5,216.0,0.6380699761701367
-93.15,-79.56,122.5,220.5,0.6384740896600661
-86.62,-86.62,122.5,225.0,0.6361503894125673
-79.56,-93.15,122.5,229.5,0.6384788681254895
-72.0,-99.1,122.5,234.0,0.6361769700832874
-64.01,-104.45,122.5,238.5,0.6382331968227086
-55.61,-109.15,122.5,243.0,0.6370461589499279
-46.88,-113.18,122.5,247.5,0.6371274447706163
-37.85,-116.5,122.5,252.0,0.634562779391843
-28.6,-119.12,122.5,256.5,0.6384999611851965
-19.16,-120.99,122.5,261.0,0.6370448511084922
-9.61,-122.12,122.5,265.5,0.6384966325579473
-0.0,-122.5,122.5,270.0,0.637993005097588
9.61,-122.12,122.5,274.5,0.6386393621424491
19.16,-120.99,122.5,279.0,0.6374701156442166
28.6,-119.12,122.5,283.5,0.6341327933482617
37.85,-116.5,122.5,288.0,0.6348802577990523
46.88,-113.18,122.5,292.5,0.6366604778155207
55.61,-109.15,122.5,297.0,0.636710671957699
64.01,-104.45,122.5,301.5,0.6366797634366025
72.0,-99.1,122.5,306.0,0.6344148711225469
79.56,-93.15,122.5,310.5,0.6345889921678749
86.62,-86.62,122.5,315.0,0.63464833485502
93.15,-79.56,122.5,319.5,0.6365125572998662
99.1,-72.0,122.5,324.0,0.6343156523844853
104.45,-64.01,122.5,328.5,0.6364168334921995
109.15,-55.61,122.5,333.0,0.6360289815516348
113.18,-46.88,122.5,337.5,0.6353849346423401
116.5,-37.85,122.5,342.0,0.6347037616116841
119.12,-28.6,122.5,346.5,0.6377039775764023
120.99,-19.16,122.5,351.0,0.6360094138235676
122.12,-9.61,122.5,355.5,0.6347017041845759
134.75,0.0,134.75,0.0,0.8075784069794224
134.41,9.61,134.75,4.09,0.8050490704909157
133.38,19.18,134.75,8.18,0.8069727632496138
131.67,28.64,134.75,12.27,0.8054145653465117
129.29,37.96,134.75,16.36,0.8051398219328039
126.25,47.09,134.75,20.45,0.8074834991274726
122.57,55.98,134.75,24.55,0.8068215196912046
118.27,64.58,134.75,28.64,0.8087817197349206
113.36,72.85,134.75,32.73,0.8075306390559619
107.87,80.75,134.75,36.82,0.8053450262218863
101.84,88.24,134.75,40.91,0.8085028719331108
95.28,95.28,134.75,45.0,0.8086422579816874
88.24,101.84,134.75,49.09,0.8075700854547028
80.75,107.87,134.75,53.18,0.8088077291977527
72.85,113.36,134.75,57.27,0.8083909784175866
64.58,118.27,134.75,61.36,0.8085981407489471
55.98,122.57,134.75,65.45,0.8081648664354409
47.09,126.25,134.75,69.55,0.8052047035786464
37.96,129.29,134.75,73.64,0.8065407274409306
28.64,131.67,134.75,77.73,0.80601544216701
19.18,133.38,134.75,81.82,0.8054152166499456
9.61,134.41,134.75,85.91,0.8087916288033314
0.0,134.75,134.75,90.0,0.8092088344522543
-9.61,134.41,134.75,94.09,0.8073641318035909
-19.18,133.38,134.75,98.18,0.8093409934111395
-28.64,131.67,134.75,102.27,0.8080196035647794
-37.96,129.29,134.75,106.36,0.8067630687397906
-47.09,126.25,134.75,110.45,0.8068106285696952
-55.98,122.57,134.75,114.55,0.8063974127843416
-64.58,118.27,134.75,118.64,0.8062740278710767
-72.85,113.36,134.75,122.73,0.8081359320799653
-80.75,107.87,134.75,126.82,0.8052314153743816
-88.24,101.84,134.75,130.91,0.8081667411331159
-95.28,95.28,134.75,135.0,0.8066402221085424
-101.84,88.24,134.75,139.09,0.8083217641976979
-107.87,80.75,134.75,143.18,0.8052598216459282
-113.36,72.85,134.75,147.27,0.8089346683959013
-118.27,64.58,134.75,151.36,0.8067618740166977
-122.57,55.98,134.75,155.45,0.8053198254669761
-126.25,47.09,134.75,159.55,0.8081137774663717
-129.29,37.96,134.75,163.64,0.8065625735412469
-131.67,28.64,134.75,167.73,0.8062380894548212
-133.38,19.18,134.75,171.82,0.8052400099880214
-134.41,9.61,134.75,175.91,0.8072003899990878
-134.75,0.0,134.75,180.0,0.805461994002128
-134.41,-9.61,134.75,184.09,0.8049975244321995
-133.38,-19.18,134.75,188.18,0.8049982985083498
-131.67,-28.64,134.75,192.27,0.8067165995101409
-129.29,-37.96,134.75,196.36,0.8065828905152446
-126.25,-47.09,134.75,200.45,0.80730622920685
-122.57,-55.98,134.75,204.55,0.8059944870516618
-118.27,-64.58,134.75,208.64,0.8054206102336084
-113.36,-72.85,134.75,212.73,0.8051535656719013
-107.87,-80.75,134.75,216.82,0.8092385554485155
-101.84,-88.24,134.75,220.91,0.8054654254412454
-95.28,-95.28,134.75,225.0,0.8094672808573341
-88.24,-101.84,134.75,229.09,0.8088305246556601
-80.75,-107.87,134.75,233.18,0.8058850720263898
-72.85,-113.36,134.75,237.27,0.8092133952074902
-64.58,-118.27,134.75,241.36,0.8055545866341527
-55.98,-122.57,134.75,245.45,0.8053811715595682
-47.09,-126.25,134.75,249.55,0.8089127213952984
-37.96,-129.29,134.75,253.64,0.8079255335849425
-28.64,-131.67,134.75,257.73,0.8074920855374241
-19.18,-133.38,134.75,261.82,0.8060292865705602
-9.61,-134.41,134.75,265.91,0.8070006689722711
-0.0,-134.75,134.75,270.0,0.8050323115336357
9.61,-134.41,134.75,274.09,0.8071418487837914
19.18,-133.38,134.75,278.18,0.8069336421623734
28.64,-131.67,134.75,282.27,0.8069614362789865
37.96,-129.29,134.75,286.36,0.807369890487055
47.09,-126.25,134.75,290.45,0.8086200029634261
55.98,-122.57,134.75,294.55,0.8074541997728234
64.58,-118.27,134.75,298.64,0.8052482507935005
72.85,-113.36,134.75,302.73,0.8084531503017712
80.75,-107.87,134.75,306.82,0.805782986451526
88.24,-101.84,134.75,310.91,0.8067893374880931
95.28,-95.28,134.75,315.0,0.8082475663182543
101.84,-88.24,134.75,319.09,0.8053550729747809
107.87,-80.75,134.75,323.18,0.8084504603949023
113.36,-72.85,134.75,327.27,0.8078410279381523
118.27,-64.58,134.75,331.36,0.8066211987952537
122.57,-55.98,134.75,335.45,0.8070290245740677
126.25,-47.09,134.75,339.55,0.8051971369454926
129.29,-37.96,134.75,343.64,0.8058621753242592
131.67,-28.64,134.75,347.73,0.8081465209393117
133.38,-19.18,134.75,351.82,0.8094921252226492
134.41,-9.61,134.75,355.91,0.8045317634478143
147.0,0.0,147.0,0.0,1.000817197360791
146.69,9.61,147.0,3.75,1.0041415007485401
145.74,19.19,147.0,7.5,1.004378028958248
144.18,28.68,147.0,11.25,1.0005132807270165
141.99,38.05,147.0,15.0,1.00085619319592
139.2,47.25,147.0,18.75,1.0015679215421782
135.81,56.25,147.0,22.5,1.0020200488948752
131.84,65.02,147.0,26.25,1.0033226264515427
127.31,73.5,147.0,30.0,1.0039029060204518
122.23,81.67,147.0,33.75,1.0045618134328136
