X,Y,R,Theta,Value
-80.75,-107.87,134.75,233.18,0.0
-72.85,-113.36,134.75,237.27,0.0
-64.58,-118.27,134.75,241.36,0.0
-55.98,-122.57,134.75,245.45,0.0
-47.09,-126.25,134.75,249.55,0.0
-37.96,-129.29,134.75,253.64,0.0
-28.64,-131.67,134.75,257.73,0.0
-19.18,-133.38,134.75,261.82,0.0
-9.61,-134.41,134.75,265.91,0.0
-0.0,-134.75,134.75,270.0,0.0
9.61,-134.41,134.75,274.09,0.0
19.18,-133.38,134.75,278.18,0.0
28.64,-131.67,134.75,282.27,0.0
37.96,-129.29,134.75,286.36,0.0
47.09,-126.25,134.75,290.45,0.0
55.98,-122.57,134.75,294.55,0.0
64.58,-118.27,134.75,298.64,0.0
72.85,-113.36,134.75,302.73,0.0
80.75,-107.87,134.75,306.82,0.0
88.24,-101.84,134.75,310.91,0.0
95.28,-95.28,134.75,315.0,0.0
101.84,-88.24,134.75,319.09,0.0
107.87,-80.75,134.75,323.18,0.0
113.36,-72.85,134.75,327.27,0.0
118.27,-64.58,134.75,331.36,0.0
122.57,-55.98,134.75,335.45,0.0
126.25,-47.09,134.75,339.55,0.0
129.29,-37.96,134.75,343.64,0.0
131.67,-28.64,134.75,347.73,0.0
133.38,-19.18,134.75,351.82,0.0
134.41,-9.61,134.75,355.91,0.0
147.0,0.0,147.0,0.0,0.0
146.69,9.61,147.0,3.75,0.0
145.74,19.19,147.0,7.5,0.0
144.18,28.68,147.0,11.25,0.0
141.99,38.05,147.0,15.0,0.0
139.2,47.25,147.0,18.75,0.0
135.81,56.25,147.0,22.5,0.0
131.84,65.02,147.0,26.25,0.0
127.31,73.5,147.0,30.0,0.0
122.23,81.67,147.0,33.75,0.0
116.62,89.49,147.0,37.5,0.0
110.52,96.92,147.0,41.25,0.0
103.94,103.94,147.0,45.0,0.0
96.92,110.52,147.0,48.75,0.0
89.49,116.62,147.0,52.5,0.0
81.67,122.23,147.0,56.25,0.0
73.5,127.31,147.0,60.0,0.0
65.02,131.84,147.0,63.75,0.0
56.25,135.81,147.0,67.5,0.0
47.25,139.2,147.0,71.25,0.0
38.05,141.99,147.0,75.0,0.0
28.68,144.18,147.0,78.75,0.0
19.19,145.74,147.0,82.5,0.0
9.61,146.69,147.0,86.25,0.0
0.0,147.0,147.0,90.0,0.0
-9.61,146.69,147.0,93.75,0.0
-19.19,145.74,147.0,97.5,0.0
-28.68,144.18,147.0,101.25,0.0
-38.05,141.99,147.0,105.0,0.0
-47.25,139.2,147.0,108.75,0.0
-56.25,135.81,147.0,112.5,0.0
-65.02,131.84,147.0,116.25,0.0
-73.5,127.31,147.0,120.0,0.0
-81.67,122.23,147.0,123.75,0.0
-89.49,116.62,147.0,127.5,0.0
-96.92,110.52,147.0,131.25,0.0
-103.94,103.94,147.0,135.0,0.0
-110.52,96.92,147.0,138.75,0.0
-116.62,89.49,147.0,142.5,0.0
-122.23,81.67,147.0,146.25,0.0
-127.31,73.5,147.0,150.0,0.0
-131.84,65.02,147.0,153.75,0.0
-135.81,56.25,147.0,157.5,0.0
-139.2,47.25,147.0,161.25,0.0
-141.99,38.05,147.0,165.0,0.0
-144.18,28.68,147.0,168.75,0.0
-145.74,19.19,147.0,172.5,0.0
-146.69,9.61,147.0,176.25,0.0
-147.0,0.0,147.0,180.0,0.0
-146.69,-9.61,147.0,183.75,0.0
-145.74,-19.19,147.0,187.5,0.0
-144.18,-28.68,147.0,191.25,0.0
-141.99,-38.05,147.0,195.0,0.0
-139.2,-47.25,147.0,198.75,0.0
-135.81,-56.25,147.0,202.5,0.0
-131.84,-65.02,147.0,206.25,0.0
-127.31,-73.5,147.0,210.0,0.0
-122.23,-81.67,147.0,213.75,0.0
-116.62,-89.49,147.0,217.5,0.0
-110.52,-96.92,147.0,221.25,0.0
-103.94,-103.94,147.0,225.0,0.0
-96.92,-110.52,147.0,228.75,0.0
-89.49,-116.62,147.0,232.5,0.0
-81.67,-122.23,147.0,236.25,0.0
-73.5,-127.31,147.0,240.0,0.0
-65.02,-131.84,147.0,243.75,0.0
-56.25,-135.81,147.0,247.5,0.0
-47.25,-139.2,147.0,251.25,0.0
-38.05,-141.99,147.0,255.0,0.0
-28.68,-144.18,147.0,258.75,0.0
-19.19,-145.74,147.0,262.5,0.0
-9.61,-146.69,147.0,266.25,0.0
-0.0,-147.0,147.0,270.0,0.0
9.61,-146.69,147.0,273.75,0.0
19.19,-145.74,147.0,277.5,0.0
28.68,-144.18,147.0,281.25,0.0
38.05,-141.99,147.0,285.0,0.0
47.25,-139.2,147.0,288.75,0.0
56.25,-135.81,147.0,292.5,0.0
65.02,-131.84,147.0,296.25,0.0
73.5,-127.31,147.0,300.0,0.0
81.67,-122.23,147.0,303.75,0.0
89.49,-116.62,147.0,307.5,0.0
96.92,-110.52,147.0,311.25,0.0
103.94,-103.94,147.0,315.0,0.0
110.52,-96.92,147.0,318.75,0.0
116.62,-89.49,147.0,322.5,0.0
122.23,-81.67,147.0,326.25,0.0
127.31,-73.5,147.0,330.0,0.0
131.84,-65.02,147.0,333.75,0.0
135.81,-56.25,147.0,337.5,0.0
139.2,-47.25,147.0,341.25,0.0
141.99,-38.05,147.0,345.0,0.0
144.18,-28.68,147.0,348.75,0.0
145.74,-19.19,147.0,352.5,0.0
146.69,-9.61,147.0,356.25,0.0
